Artist_Name,Album_Name,Genre,Track_Name,UnitPrice,InvoiceTrack_Price
Metallica,Garage Inc. (Disc 2),Metal,The Small Hours,0.99,1.98
Metallica,Garage Inc. (Disc 2),Metal,The Wait,0.99,5.94
Metallica,Garage Inc. (Disc 2),Metal,Crash Course In Brain Surgery,0.99,3.96
Metallica,Garage Inc. (Disc 2),Metal,Last Caress/Green Hell,0.99,13.86
Metallica,Garage Inc. (Disc 2),Metal,Am I Evil?,0.99,3.96
Metallica,Garage Inc. (Disc 2),Metal,Blitzkrieg,0.99,5.94
Metallica,Garage Inc. (Disc 2),Metal,Breadfan,0.99,3.96
Metallica,Garage Inc. (Disc 2),Metal,The Prince,0.99,
Metallica,Garage Inc. (Disc 2),Metal,Stone Cold Crazy,0.99,13.86
Metallica,Garage Inc. (Disc 2),Metal,Stone Cold Crazy,0.99,3.96
Metallica,Garage Inc. (Disc 2),Metal,So What,0.99,5.94
Metallica,Garage Inc. (Disc 2),Metal,Killing Time,0.99,
Metallica,Garage Inc. (Disc 2),Metal,Overkill,0.99,
Metallica,Garage Inc. (Disc 2),Metal,Damage Case,0.99,5.94
Metallica,Garage Inc. (Disc 2),Metal,Stone Dead Forever,0.99,
Metallica,Garage Inc. (Disc 2),Metal,Too Late Too Late,0.99,
Metallica,Kill 'Em All,Metal,Hit The Lights,0.99,8.91
Metallica,Kill 'Em All,Metal,The Four Horsemen,0.99,5.94
Metallica,Kill 'Em All,Metal,Motorbreath,0.99,13.86
Metallica,Kill 'Em All,Metal,Motorbreath,0.99,0.99
Metallica,Kill 'Em All,Metal,Jump In The Fire,0.99,1.98
Metallica,Kill 'Em All,Metal,(Anesthesia) Pulling Teeth,0.99,1.98
Metallica,Kill 'Em All,Metal,Whiplash,0.99,5.94
Metallica,Kill 'Em All,Metal,Phantom Lord,0.99,1.98
Metallica,Kill 'Em All,Metal,Phantom Lord,0.99,8.91
Metallica,Kill 'Em All,Metal,No Remorse,0.99,
Metallica,Kill 'Em All,Metal,Seek & Destroy,0.99,1.98
Metallica,Kill 'Em All,Metal,Metal Militia,0.99,5.94
Metallica,Load,Metal,Ain't My Bitch,0.99,3.96
Metallica,Load,Metal,2 X 4,0.99,13.86
Metallica,Load,Metal,The House Jack Built,0.99,3.96
Metallica,Load,Metal,The House Jack Built,0.99,8.91
Metallica,Load,Metal,Until It Sleeps,0.99,5.94
Metallica,Load,Metal,King Nothing,0.99,3.96
Metallica,Load,Metal,Hero Of The Day,0.99,
Metallica,Load,Metal,Bleeding Me,0.99,3.96
Metallica,Load,Metal,Cure,0.99,5.94
Metallica,Load,Metal,Poor Twisted Me,0.99,8.91
Metallica,Load,Metal,Wasted My Hate,0.99,
Metallica,Load,Metal,Mama Said,0.99,5.94
Metallica,Load,Metal,Thorn Within,0.99,
Metallica,Load,Metal,Ronnie,0.99,
Metallica,Load,Metal,The Outlaw Torn,0.99,8.91
Metallica,Master Of Puppets,Metal,Battery,0.99,5.94
Metallica,Master Of Puppets,Metal,Battery,0.99,8.91
Metallica,Master Of Puppets,Metal,Master Of Puppets,0.99,0.99
Metallica,Master Of Puppets,Metal,The Thing That Should Not Be,0.99,1.98
Metallica,Master Of Puppets,Metal,Welcome Home (Sanitarium),0.99,1.98
Metallica,Master Of Puppets,Metal,Disposable Heroes,0.99,5.94
Metallica,Master Of Puppets,Metal,Leper Messiah,0.99,1.98
Metallica,Master Of Puppets,Metal,Leper Messiah,0.99,8.91
Metallica,Master Of Puppets,Metal,Orion,0.99,8.91
Metallica,Master Of Puppets,Metal,Damage Inc.,0.99,1.98
Metallica,ReLoad,Metal,Fuel,0.99,5.94
Metallica,ReLoad,Metal,The Memory Remains,0.99,3.96
Metallica,ReLoad,Metal,Devil's Dance,0.99,
Metallica,ReLoad,Metal,The Unforgiven II,0.99,3.96
Metallica,ReLoad,Metal,The Unforgiven II,0.99,8.91
Metallica,ReLoad,Metal,Better Than You,0.99,5.94
Metallica,ReLoad,Metal,Better Than You,0.99,8.91
Metallica,ReLoad,Metal,Slither,0.99,3.96
Metallica,ReLoad,Metal,Carpe Diem Baby,0.99,
Metallica,ReLoad,Metal,Bad Seed,0.99,3.96
Metallica,ReLoad,Metal,Where The Wild Things Are,0.99,5.94
Metallica,ReLoad,Metal,Prince Charming,0.99,8.91
Metallica,ReLoad,Metal,Low Man's Lyric,0.99,8.91
Metallica,ReLoad,Metal,Attitude,0.99,5.94
Metallica,ReLoad,Metal,Fixxxer,0.99,
Metallica,Ride The Lightning,Metal,Fight Fire With Fire,0.99,
Metallica,Ride The Lightning,Metal,Ride The Lightning,0.99,8.91
Metallica,Ride The Lightning,Metal,For Whom The Bell Tolls,0.99,5.94
Metallica,Ride The Lightning,Metal,For Whom The Bell Tolls,0.99,8.91
Metallica,Ride The Lightning,Metal,Fade To Black,0.99,8.91
Metallica,Ride The Lightning,Metal,Trapped Under Ice,0.99,
Metallica,Ride The Lightning,Metal,Escape,0.99,
Metallica,Ride The Lightning,Metal,Creeping Death,0.99,5.94
Metallica,Ride The Lightning,Metal,The Call Of Ktulu,0.99,8.91
Metallica,St. Anger,Metal,Frantic,0.99,8.91
Metallica,St. Anger,Metal,St. Anger,0.99,
Metallica,St. Anger,Metal,Some Kind Of Monster,0.99,5.94
Metallica,St. Anger,Metal,Dirty Window,0.99,
Metallica,St. Anger,Metal,Invisible Kid,0.99,13.86
Metallica,St. Anger,Metal,My World,0.99,8.91
Metallica,St. Anger,Metal,Shoot Me Again,0.99,5.94
Metallica,St. Anger,Metal,Shoot Me Again,0.99,8.91
Metallica,St. Anger,Metal,Sweet Amber,0.99,
Metallica,St. Anger,Metal,The Unnamed Feeling,0.99,
Metallica,St. Anger,Metal,Purify,0.99,
Metallica,St. Anger,Metal,All Within My Hands,0.99,5.94
Metallica,...And Justice For All,Metal,Blackened,0.99,8.91
Metallica,...And Justice For All,Metal,...And Justice For All,0.99,8.91
Metallica,...And Justice For All,Metal,Eye Of The Beholder,0.99,13.86
Metallica,...And Justice For All,Metal,One,0.99,
Metallica,...And Justice For All,Metal,The Shortest Straw,0.99,
Metallica,...And Justice For All,Metal,Harvester Of Sorrow,0.99,8.91
Metallica,...And Justice For All,Metal,The Frayed Ends Of Sanity,0.99,8.91
Metallica,...And Justice For All,Metal,To Live Is To Die,0.99,8.91
Metallica,...And Justice For All,Metal,Dyers Eve,0.99,
Queen,Greatest Hits II,Rock,A Kind Of Magic,0.99,5.94
Queen,Greatest Hits II,Rock,Under Pressure,0.99,1.98
Queen,Greatest Hits II,Rock,Radio GA GA,0.99,13.86
Queen,Greatest Hits II,Rock,I Want It All,0.99,1.98
Queen,Greatest Hits II,Rock,I Want To Break Free,0.99,5.94
Queen,Greatest Hits II,Rock,Innuendo,0.99,3.96
Queen,Greatest Hits II,Rock,It's A Hard Life,0.99,13.86
Queen,Greatest Hits II,Rock,Breakthru,0.99,3.96
Queen,Greatest Hits II,Rock,Who Wants To Live Forever,0.99,5.94
Queen,Greatest Hits II,Rock,Headlong,0.99,3.96
Queen,Greatest Hits II,Rock,The Miracle,0.99,
Queen,Greatest Hits II,Rock,I'm Going Slightly Mad,0.99,13.86
Queen,Greatest Hits II,Rock,I'm Going Slightly Mad,0.99,3.96
Queen,Greatest Hits II,Rock,The Invisible Man,0.99,5.94
Queen,Greatest Hits II,Rock,Hammer To Fall,0.99,
Queen,Greatest Hits II,Rock,Friends Will Be Friends,0.99,
Queen,Greatest Hits II,Rock,The Show Must Go On,0.99,5.94
Queen,Greatest Hits II,Rock,One Vision,0.99,
Queen,Greatest Hits I,Rock,Bohemian Rhapsody,0.99,13.86
Queen,Greatest Hits I,Rock,Another One Bites The Dust,0.99,1.98
Queen,Greatest Hits I,Rock,Killer Queen,0.99,
Queen,Greatest Hits I,Rock,Fat Bottomed Girls,0.99,3.96
Queen,Greatest Hits I,Rock,Bicycle Race,0.99,13.86
Queen,Greatest Hits I,Rock,You're My Best Friend,0.99,13.86
Queen,Greatest Hits I,Rock,You're My Best Friend,0.99,3.96
Queen,Greatest Hits I,Rock,Don't Stop Me Now,0.99,
Queen,Greatest Hits I,Rock,Save Me,0.99,3.96
Queen,Greatest Hits I,Rock,Crazy Little Thing Called Love,0.99,
Queen,Greatest Hits I,Rock,Somebody To Love,0.99,13.86
Queen,Greatest Hits I,Rock,Somebody To Love,0.99,3.96
Queen,Greatest Hits I,Rock,Now I'm Here,0.99,
Queen,Greatest Hits I,Rock,Good Old-Fashioned Lover Boy,0.99,
Queen,Greatest Hits I,Rock,Play The Game,0.99,
Queen,Greatest Hits I,Rock,Flash,0.99,5.94
Queen,Greatest Hits I,Rock,Seven Seas Of Rhye,0.99,13.86
Queen,Greatest Hits I,Rock,We Will Rock You,0.99,
Queen,Greatest Hits I,Rock,We Are The Champions,0.99,
Queen,News Of The World,Rock,We Will Rock You,0.99,5.94
Queen,News Of The World,Rock,We Are The Champions,0.99,13.86
Queen,News Of The World,Rock,We Are The Champions,0.99,0.99
Queen,News Of The World,Rock,Sheer Heart Attack,0.99,1.98
Queen,News Of The World,Rock,"All Dead, All Dead",0.99,1.98
Queen,News Of The World,Rock,Spread Your Wings,0.99,5.94
Queen,News Of The World,Rock,Fight From The Inside,0.99,1.98
Queen,News Of The World,Rock,"Get Down, Make Love",0.99,13.86
Queen,News Of The World,Rock,Sleep On The Sidewalk,0.99,1.98
Queen,News Of The World,Rock,Who Needs You,0.99,5.94
Queen,News Of The World,Rock,It's Late,0.99,3.96
Queen,News Of The World,Rock,My Melancholy Blues,0.99,13.86
Kiss,Greatest Kiss,Rock,Detroit Rock City,0.99,
Kiss,Greatest Kiss,Rock,Black Diamond,0.99,8.91
Kiss,Greatest Kiss,Rock,Hard Luck Woman,0.99,5.94
Kiss,Greatest Kiss,Rock,Sure Know Something,0.99,13.86
Kiss,Greatest Kiss,Rock,Sure Know Something,0.99,0.99
Kiss,Greatest Kiss,Rock,Love Gun,0.99,1.98
Kiss,Greatest Kiss,Rock,Deuce,0.99,1.98
Kiss,Greatest Kiss,Rock,Goin' Blind,0.99,5.94
Kiss,Greatest Kiss,Rock,Shock Me,0.99,1.98
Kiss,Greatest Kiss,Rock,Shock Me,0.99,8.91
Kiss,Greatest Kiss,Rock,Do You Love Me,0.99,
Kiss,Greatest Kiss,Rock,She,0.99,1.98
Kiss,Greatest Kiss,Rock,I Was Made For Loving You,0.99,5.94
Kiss,Greatest Kiss,Rock,Shout It Out Loud,0.99,3.96
Kiss,Greatest Kiss,Rock,God Of Thunder,0.99,13.86
Kiss,Greatest Kiss,Rock,Calling Dr. Love,0.99,3.96
Kiss,Greatest Kiss,Rock,Calling Dr. Love,0.99,8.91
Kiss,Greatest Kiss,Rock,Beth,0.99,5.94
Kiss,Greatest Kiss,Rock,Strutter,0.99,3.96
Kiss,Greatest Kiss,Rock,Rock And Roll All Nite,0.99,
Kiss,Greatest Kiss,Rock,Cold Gin,0.99,3.96
Kiss,Greatest Kiss,Rock,Plaster Caster,0.99,5.94
Kiss,Greatest Kiss,Rock,God Gave Rock 'n' Roll To You,0.99,8.91
Kiss,Unplugged [Live],Rock,Comin' Home,0.99,13.86
Kiss,Unplugged [Live],Rock,Plaster Caster,0.99,13.86
Kiss,Unplugged [Live],Rock,Plaster Caster,0.99,3.96
Kiss,Unplugged [Live],Rock,Goin' Blind,0.99,
Kiss,Unplugged [Live],Rock,Do You Love Me,0.99,3.96
Kiss,Unplugged [Live],Rock,Domino,0.99,
Kiss,Unplugged [Live],Rock,Sure Know Something,0.99,13.86
Kiss,Unplugged [Live],Rock,Sure Know Something,0.99,3.96
Kiss,Unplugged [Live],Rock,A World Without Heroes,0.99,
Kiss,Unplugged [Live],Rock,Rock Bottom,0.99,
Kiss,Unplugged [Live],Rock,See You Tonight,0.99,
Kiss,Unplugged [Live],Rock,I Still Love You,0.99,5.94
Kiss,Unplugged [Live],Rock,Every Time I Look At You,0.99,13.86
Kiss,Unplugged [Live],Rock,"2,000 Man",0.99,
Kiss,Unplugged [Live],Rock,Beth,0.99,
Kiss,Unplugged [Live],Rock,Nothin' To Lose,0.99,5.94
Kiss,Unplugged [Live],Rock,Rock And Roll All Nite,0.99,13.86
Kiss,Unplugged [Live],Rock,Rock And Roll All Nite,0.99,0.99
Spyro Gyra,Heart of the Night,Jazz,Heart of the Night,0.99,
Spyro Gyra,Heart of the Night,Jazz,De La Luz,0.99,5.94
Spyro Gyra,Heart of the Night,Jazz,Westwood Moon,0.99,
Spyro Gyra,Heart of the Night,Jazz,Midnight,0.99,
Spyro Gyra,Heart of the Night,Jazz,Playtime,0.99,8.91
Spyro Gyra,Heart of the Night,Jazz,Surrender,0.99,5.94
Spyro Gyra,Heart of the Night,Jazz,Surrender,0.99,8.91
Spyro Gyra,Heart of the Night,Jazz,Valentino's,0.99,0.99
Spyro Gyra,Heart of the Night,Jazz,Believe,0.99,1.98
Spyro Gyra,Heart of the Night,Jazz,As We Sleep,0.99,1.98
Spyro Gyra,Heart of the Night,Jazz,When Evening Falls,0.99,5.94
Spyro Gyra,Heart of the Night,Jazz,J Squared,0.99,1.98
Spyro Gyra,Heart of the Night,Jazz,J Squared,0.99,8.91
Spyro Gyra,Heart of the Night,Jazz,Best Thing,0.99,8.91
Spyro Gyra,Morning Dance,Jazz,Morning Dance,0.99,
Spyro Gyra,Morning Dance,Jazz,Jubilee,0.99,
Spyro Gyra,Morning Dance,Jazz,Rasul,0.99,8.91
Spyro Gyra,Morning Dance,Jazz,Song For Lorraine,0.99,5.94
Spyro Gyra,Morning Dance,Jazz,Starburst,0.99,13.86
Spyro Gyra,Morning Dance,Jazz,Starburst,0.99,0.99
Spyro Gyra,Morning Dance,Jazz,Heliopolis,0.99,1.98
Spyro Gyra,Morning Dance,Jazz,It Doesn't Matter,0.99,1.98
Spyro Gyra,Morning Dance,Jazz,Little Linda,0.99,5.94
Spyro Gyra,Morning Dance,Jazz,End Of Romanticism,0.99,1.98
Spyro Gyra,Morning Dance,Jazz,End Of Romanticism,0.99,8.91
Green Day,International Superhits,Alternative & Punk,Maria,0.99,1.98
Green Day,International Superhits,Alternative & Punk,Poprocks And Coke,0.99,5.94
Green Day,International Superhits,Alternative & Punk,Longview,0.99,3.96
Green Day,International Superhits,Alternative & Punk,Welcome To Paradise,0.99,
Green Day,International Superhits,Alternative & Punk,Basket Case,0.99,3.96
Green Day,International Superhits,Alternative & Punk,Basket Case,0.99,8.91
Green Day,International Superhits,Alternative & Punk,When I Come Around,0.99,5.94
Green Day,International Superhits,Alternative & Punk,When I Come Around,0.99,8.91
Green Day,International Superhits,Alternative & Punk,She,0.99,3.96
Green Day,International Superhits,Alternative & Punk,J.A.R. (Jason Andrew Relva),0.99,
Green Day,International Superhits,Alternative & Punk,Geek Stink Breath,0.99,3.96
Green Day,International Superhits,Alternative & Punk,Brain Stew,0.99,5.94
Green Day,International Superhits,Alternative & Punk,Jaded,0.99,8.91
Green Day,International Superhits,Alternative & Punk,Walking Contradiction,0.99,8.91
Green Day,International Superhits,Alternative & Punk,Stuck With Me,0.99,5.94
Green Day,International Superhits,Alternative & Punk,Hitchin' A Ride,0.99,
Green Day,International Superhits,Alternative & Punk,Good Riddance (Time Of Your Life),0.99,
Green Day,International Superhits,Alternative & Punk,Redundant,0.99,8.91
Green Day,International Superhits,Alternative & Punk,Nice Guys Finish Last,0.99,5.94
Green Day,International Superhits,Alternative & Punk,Nice Guys Finish Last,0.99,8.91
Green Day,International Superhits,Alternative & Punk,Minority,0.99,8.91
Green Day,International Superhits,Alternative & Punk,Warning,0.99,
Green Day,International Superhits,Alternative & Punk,Waiting,0.99,
Green Day,International Superhits,Alternative & Punk,Macy's Day Parade,0.99,5.94
Green Day,American Idiot,Alternative & Punk,American Idiot,0.99,8.91
Green Day,American Idiot,Alternative & Punk,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,0.99,5.94
Green Day,American Idiot,Alternative & Punk,Holiday,0.99,13.86
Green Day,American Idiot,Alternative & Punk,Holiday,0.99,0.99
Green Day,American Idiot,Alternative & Punk,Boulevard Of Broken Dreams,0.99,1.98
Green Day,American Idiot,Alternative & Punk,Are We The Waiting,0.99,1.98
Green Day,American Idiot,Alternative & Punk,St. Jimmy,0.99,5.94
Green Day,American Idiot,Alternative & Punk,Give Me Novacaine,0.99,1.98
Green Day,American Idiot,Alternative & Punk,Give Me Novacaine,0.99,8.91
Green Day,American Idiot,Alternative & Punk,She's A Rebel,0.99,
Green Day,American Idiot,Alternative & Punk,Extraordinary Girl,0.99,1.98
Green Day,American Idiot,Alternative & Punk,Letterbomb,0.99,5.94
Green Day,American Idiot,Alternative & Punk,Wake Me Up When September Ends,0.99,3.96
Green Day,American Idiot,Alternative & Punk,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,0.99,13.86
Green Day,American Idiot,Alternative & Punk,Whatsername,0.99,3.96
Green Day,American Idiot,Alternative & Punk,Whatsername,0.99,8.91
David Coverdale,Into The Light,Rock,Into The Light,0.99,8.91
David Coverdale,Into The Light,Rock,River Song,0.99,8.91
David Coverdale,Into The Light,Rock,She Give Me ...,0.99,
David Coverdale,Into The Light,Rock,Don't You Cry,0.99,5.94
David Coverdale,Into The Light,Rock,Love Is Blind,0.99,
David Coverdale,Into The Light,Rock,Slave,0.99,13.86
David Coverdale,Into The Light,Rock,Cry For Love,0.99,8.91
David Coverdale,Into The Light,Rock,Living On Love,0.99,5.94
David Coverdale,Into The Light,Rock,Living On Love,0.99,8.91
David Coverdale,Into The Light,Rock,Midnight Blue,0.99,
David Coverdale,Into The Light,Rock,Too Many Tears,0.99,
David Coverdale,Into The Light,Rock,Don't Lie To Me,0.99,
David Coverdale,Into The Light,Rock,Wherever You May Go,0.99,5.94
Gonzaguinha,Meus Momentos,Latin,Grito De Alerta,0.99,8.91
Gonzaguinha,Meus Momentos,Latin,Não Dá Mais Pra Segurar (Explode Coração),0.99,8.91
Gonzaguinha,Meus Momentos,Latin,Começaria Tudo Outra Vez,0.99,13.86
Gonzaguinha,Meus Momentos,Latin,O Que É O Que É ?,0.99,
Gonzaguinha,Meus Momentos,Latin,Sangrando,0.99,
Gonzaguinha,Meus Momentos,Latin,"Diga Lá, Coração",0.99,8.91
Gonzaguinha,Meus Momentos,Latin,Lindo Lago Do Amor,0.99,8.91
Gonzaguinha,Meus Momentos,Latin,Eu Apenas Queria Que Voçê Soubesse,0.99,8.91
Gonzaguinha,Meus Momentos,Latin,Com A Perna No Mundo,0.99,
Gonzaguinha,Meus Momentos,Latin,E Vamos À Luta,0.99,
Gonzaguinha,Meus Momentos,Latin,Um Homem Também Chora (Guerreiro Menino),0.99,
Gonzaguinha,Meus Momentos,Latin,Comportamento Geral,0.99,8.91
Gonzaguinha,Meus Momentos,Latin,Comportamento Geral,0.99,13.86
Gonzaguinha,Meus Momentos,Latin,Ponto De Interrogação,0.99,8.91
Gonzaguinha,Meus Momentos,Latin,"Espere Por Mim, Morena",0.99,
Os Mutantes,Minha História,Alternative & Punk,Balada Do Louco,0.99,
Os Mutantes,Minha História,Alternative & Punk,Ando Meio Desligado,0.99,8.91
Os Mutantes,Minha História,Alternative & Punk,Ando Meio Desligado,0.99,13.86
Os Mutantes,Minha História,Alternative & Punk,Top Top,0.99,8.91
Os Mutantes,Minha História,Alternative & Punk,Baby,0.99,
Os Mutantes,Minha História,Alternative & Punk,A E O Z,0.99,
Os Mutantes,Minha História,Alternative & Punk,Panis Et Circenses,0.99,
Os Mutantes,Minha História,Alternative & Punk,Chão De Estrelas,0.99,13.86
Os Mutantes,Minha História,Alternative & Punk,Vida De Cachorro,0.99,8.91
Os Mutantes,Minha História,Alternative & Punk,Bat Macumba,0.99,
Os Mutantes,Minha História,Alternative & Punk,Desculpe Babe,0.99,
Os Mutantes,Minha História,Alternative & Punk,Rita Lee,0.99,13.86
Os Mutantes,Minha História,Alternative & Punk,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",0.99,13.86
Os Mutantes,Minha História,Alternative & Punk,Banho De Lua,0.99,
Os Mutantes,Minha História,Alternative & Punk,Meu Refrigerador Não Funciona,0.99,8.91
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Burn,0.99,
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Stormbringer,0.99,13.86
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Gypsy,0.99,
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Lady Double Dealer,0.99,
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Mistreated,0.99,
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Smoke On The Water,0.99,8.91
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Smoke On The Water,0.99,13.86
Deep Purple,MK III The Final Concerts [Disc 1],Rock,You Fool No One,0.99,13.86
Deep Purple,The Final Concerts (Disc 2),Rock,Space Truckin',0.99,
Deep Purple,The Final Concerts (Disc 2),Rock,Going Down / Highway Star,0.99,13.86
Deep Purple,The Final Concerts (Disc 2),Rock,Mistreated (Alternate Version),0.99,
Deep Purple,The Final Concerts (Disc 2),Rock,You Fool No One (Alternate Version),0.99,
Deep Purple,Come Taste The Band,Rock,Comin' Home,0.99,8.91
Deep Purple,Come Taste The Band,Rock,Lady Luck,0.99,
Deep Purple,Come Taste The Band,Rock,Gettin' Tighter,0.99,
Deep Purple,Come Taste The Band,Rock,Dealer,0.99,
Deep Purple,Come Taste The Band,Rock,I Need Love,0.99,13.86
Deep Purple,Come Taste The Band,Rock,Drifter,0.99,8.91
Deep Purple,Come Taste The Band,Rock,Love Child,0.99,8.91
Deep Purple,Come Taste The Band,Rock,This Time Around / Owed to 'G' [Instrumental],0.99,
Deep Purple,Come Taste The Band,Rock,You Keep On Moving,0.99,13.86
Deep Purple,Deep Purple In Rock,Rock,Speed King,0.99,
Deep Purple,Deep Purple In Rock,Rock,Bloodsucker,0.99,
Deep Purple,Deep Purple In Rock,Rock,Child In Time,0.99,8.91
Deep Purple,Deep Purple In Rock,Rock,Flight Of The Rat,0.99,8.91
Deep Purple,Deep Purple In Rock,Rock,Into The Fire,0.99,13.86
Deep Purple,Deep Purple In Rock,Rock,Living Wreck,0.99,
Deep Purple,Deep Purple In Rock,Rock,Hard Lovin' Man,0.99,
Deep Purple,Fireball,Rock,Fireball,0.99,
Deep Purple,Fireball,Rock,No No No,0.99,8.91
Deep Purple,Fireball,Rock,No No No,0.99,13.86
Deep Purple,Fireball,Rock,Strange Kind Of Woman,0.99,8.91
Deep Purple,Fireball,Rock,Anyone's Daughter,0.99,
Deep Purple,Fireball,Rock,The Mule,0.99,
Deep Purple,Fireball,Rock,Fools,0.99,
Deep Purple,Fireball,Rock,No One Came,0.99,13.86
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Knocking At Your Back Door,0.99,8.91
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Bad Attitude,0.99,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Child In Time (Son Of Aleric - Instrumental),0.99,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Nobody's Home,0.99,13.86
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Black Night,0.99,13.86
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Perfect Strangers,0.99,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,The Unwritten Law,0.99,8.91
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Call Of The Wild,0.99,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Hush,0.99,13.86
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Smoke On The Water,0.99,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,Space Trucking,0.99,
Deep Purple,Machine Head,Rock,Highway Star,0.99,
Deep Purple,Machine Head,Rock,Maybe I'm A Leo,0.99,8.91
Deep Purple,Machine Head,Rock,Maybe I'm A Leo,0.99,13.86
Deep Purple,Machine Head,Rock,Pictures Of Home,0.99,13.86
Deep Purple,Machine Head,Rock,Never Before,0.99,
Deep Purple,Machine Head,Rock,Smoke On The Water,0.99,
Deep Purple,Machine Head,Rock,Lazy,0.99,
Deep Purple,Machine Head,Rock,Space Truckin',0.99,13.86
Deep Purple,Purpendicular,Rock,Vavoom : Ted The Mechanic,0.99,8.91
Deep Purple,Purpendicular,Rock,Loosen My Strings,0.99,
Deep Purple,Purpendicular,Rock,Soon Forgotten,0.99,
Deep Purple,Purpendicular,Rock,Sometimes I Feel Like Screaming,0.99,13.86
Deep Purple,Purpendicular,Rock,Cascades : I'm Not Your Lover,0.99,13.86
Deep Purple,Purpendicular,Rock,The Aviator,0.99,
Deep Purple,Purpendicular,Rock,Rosa's Cantina,0.99,
Deep Purple,Purpendicular,Rock,A Castle Full Of Rascals,0.99,
Deep Purple,Purpendicular,Rock,A Touch Away,0.99,13.86
Deep Purple,Purpendicular,Rock,Hey Cisco,0.99,13.86
Deep Purple,Purpendicular,Rock,Somebody Stole My Guitar,0.99,
Deep Purple,Purpendicular,Rock,The Purpendicular Waltz,0.99,
Deep Purple,Slaves And Masters,Rock,King Of Dreams,0.99,13.86
Deep Purple,Slaves And Masters,Rock,The Cut Runs Deep,0.99,13.86
Deep Purple,Slaves And Masters,Rock,Fire In The Basement,0.99,
Deep Purple,Slaves And Masters,Rock,Truth Hurts,0.99,
Deep Purple,Slaves And Masters,Rock,Breakfast In Bed,0.99,
Deep Purple,Slaves And Masters,Rock,Love Conquers All,0.99,13.86
Deep Purple,Slaves And Masters,Rock,Fortuneteller,0.99,13.86
Deep Purple,Slaves And Masters,Rock,Too Much Is Not Enough,0.99,
Deep Purple,Slaves And Masters,Rock,Wicked Ways,0.99,
Deep Purple,Stormbringer,Rock,Stormbringer,0.99,13.86
Deep Purple,Stormbringer,Rock,Love Don't Mean a Thing,0.99,13.86
Deep Purple,Stormbringer,Rock,Holy Man,0.99,
Deep Purple,Stormbringer,Rock,Hold On,0.99,
Deep Purple,Stormbringer,Rock,Lady Double Dealer,0.99,
Deep Purple,Stormbringer,Rock,You Can't Do it Right (With the One You Love),0.99,13.86
Deep Purple,Stormbringer,Rock,High Ball Shooter,0.99,13.86
Deep Purple,Stormbringer,Rock,The Gypsy,0.99,
Deep Purple,Stormbringer,Rock,Soldier Of Fortune,0.99,
Deep Purple,The Battle Rages On,Rock,The Battle Rages On,0.99,13.86
Deep Purple,The Battle Rages On,Rock,Lick It Up,0.99,13.86
Deep Purple,The Battle Rages On,Rock,Anya,0.99,
Deep Purple,The Battle Rages On,Rock,Talk About Love,0.99,
Deep Purple,The Battle Rages On,Rock,Time To Kill,0.99,
Deep Purple,The Battle Rages On,Rock,Ramshackle Man,0.99,13.86
Deep Purple,The Battle Rages On,Rock,A Twist In The Tail,0.99,13.86
Deep Purple,The Battle Rages On,Rock,Nasty Piece Of Work,0.99,
Deep Purple,The Battle Rages On,Rock,Solitaire,0.99,
Deep Purple,The Battle Rages On,Rock,One Man's Meat,0.99,13.86
Santana,Supernatural,Rock,(Da Le) Yaleo,0.99,
Santana,Supernatural,Rock,Love Of My Life,0.99,13.86
Santana,Supernatural,Rock,Put Your Lights On,0.99,13.86
Santana,Supernatural,Rock,Africa Bamba,0.99,
Santana,Supernatural,Rock,Smooth,0.99,
Santana,Supernatural,Rock,Do You Like The Way,0.99,13.86
Santana,Supernatural,Rock,Maria Maria,0.99,13.86
Santana,Supernatural,Rock,Migra,0.99,
Santana,Supernatural,Rock,Corazon Espinado,0.99,
